source,relation,target,attributes
entity:e9683fdff5a4,is_mentioned_in,chunk:text_e0a76066f3cfad06,"{""chunk_id"": ""text_e0a76066f3cfad06"", ""source"": ""system"", ""confidence"": 1.0}"
entity:03e7257babd8,is_mentioned_in,chunk:text_29872c0c058e58d4,"{""chunk_id"": ""text_29872c0c058e58d4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:cffe819d4413,is_mentioned_in,chunk:text_5dca8144e94050a6,"{""chunk_id"": ""text_5dca8144e94050a6"", ""source"": ""system"", ""confidence"": 1.0}"
entity:3a4581c4f456,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:c2547d0f567b,is_mentioned_in,chunk:text_2cb7b52c437a8c39,"{""chunk_id"": ""text_2cb7b52c437a8c39"", ""source"": ""system"", ""confidence"": 1.0}"
entity:a1c797734355,is_mentioned_in,chunk:text_29872c0c058e58d4,"{""chunk_id"": ""text_29872c0c058e58d4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:126c2da128e5,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:11a98374ebec,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:31779ba13593,is_mentioned_in,chunk:text_5dca8144e94050a6,"{""chunk_id"": ""text_5dca8144e94050a6"", ""source"": ""system"", ""confidence"": 1.0}"
entity:fe7f2bba2acf,files_report,entity:a1c797734355,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""llm_triple"", ""confidence"": 0.7}"
entity:2dd5ad4b93b8,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:5531a5834816,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:02048dc8ebff,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:baceea552101,is_mentioned_in,chunk:text_29872c0c058e58d4,"{""chunk_id"": ""text_29872c0c058e58d4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:1fcf2a723993,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:06c5ff909d1e,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:5ad2fe24f275,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:4046609c5cbc,is_mentioned_in,chunk:text_deed2b86ba9a1ba1,"{""chunk_id"": ""text_deed2b86ba9a1ba1"", ""source"": ""system"", ""confidence"": 1.0}"
entity:70ef60b026d5,is_mentioned_in,chunk:text_a2e703dae45fcbc4,"{""chunk_id"": ""text_a2e703dae45fcbc4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:ef0d97e279a6,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:1f3870be274f,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:00e72210e498,is_mentioned_in,chunk:text_bb40d9ee0fc6d71d,"{""chunk_id"": ""text_bb40d9ee0fc6d71d"", ""source"": ""system"", ""confidence"": 1.0}"
entity:6e53b3b0f810,is_mentioned_in,chunk:text_8bd28c112409cd24,"{""chunk_id"": ""text_8bd28c112409cd24"", ""source"": ""system"", ""confidence"": 1.0}"
entity:d7ff8939d7f3,is_mentioned_in,chunk:text_a2e703dae45fcbc4,"{""chunk_id"": ""text_a2e703dae45fcbc4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:7099fc964e5a,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:5f8f9e33bb5e,is_mentioned_in,chunk:text_7227ebe4b683d2a3,"{""chunk_id"": ""text_7227ebe4b683d2a3"", ""source"": ""system"", ""confidence"": 1.0}"
entity:f3f55f28f90d,is_mentioned_in,chunk:text_7227ebe4b683d2a3,"{""chunk_id"": ""text_7227ebe4b683d2a3"", ""source"": ""system"", ""confidence"": 1.0}"
entity:85743cf641d2,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:07811dc6c422,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:1960ac1e49d8,is_mentioned_in,chunk:text_8bd28c112409cd24,"{""chunk_id"": ""text_8bd28c112409cd24"", ""source"": ""system"", ""confidence"": 1.0}"
entity:78a0da4c7209,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:31779ba13593,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:09401fded433,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:342b493a0a7c,is_mentioned_in,chunk:text_8bd28c112409cd24,"{""chunk_id"": ""text_8bd28c112409cd24"", ""source"": ""system"", ""confidence"": 1.0}"
entity:a5e87248b4ea,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:c2547d0f567b,is_mentioned_in,chunk:text_9ab15910bf64d9a9,"{""chunk_id"": ""text_9ab15910bf64d9a9"", ""source"": ""system"", ""confidence"": 1.0}"
entity:3a8fc293b3f2,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:5a2afca61e35,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:1f3870be274f,is_mentioned_in,chunk:text_e0a76066f3cfad06,"{""chunk_id"": ""text_e0a76066f3cfad06"", ""source"": ""system"", ""confidence"": 1.0}"
entity:b1e653d0efed,is_mentioned_in,chunk:text_b0ab9641070144ff,"{""chunk_id"": ""text_b0ab9641070144ff"", ""source"": ""system"", ""confidence"": 1.0}"
entity:95d59b216f49,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:ce379970dce8,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:726fbdc9e43e,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:9a9f42879413,is_mentioned_in,chunk:text_8bd28c112409cd24,"{""chunk_id"": ""text_8bd28c112409cd24"", ""source"": ""system"", ""confidence"": 1.0}"
entity:1960ac1e49d8,is_mentioned_in,chunk:text_deed2b86ba9a1ba1,"{""chunk_id"": ""text_deed2b86ba9a1ba1"", ""source"": ""system"", ""confidence"": 1.0}"
entity:37c79f8f376f,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:23d03ac4112d,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:caeaf4d15b8f,is_mentioned_in,chunk:text_29872c0c058e58d4,"{""chunk_id"": ""text_29872c0c058e58d4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:5278111533e9,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:1f3870be274f,is_mentioned_in,chunk:text_1ff1bcf05f46464a,"{""chunk_id"": ""text_1ff1bcf05f46464a"", ""source"": ""system"", ""confidence"": 1.0}"
entity:63c74974d06a,is_mentioned_in,chunk:text_deed2b86ba9a1ba1,"{""chunk_id"": ""text_deed2b86ba9a1ba1"", ""source"": ""system"", ""confidence"": 1.0}"
entity:11a98374ebec,is_mentioned_in,chunk:text_5dca8144e94050a6,"{""chunk_id"": ""text_5dca8144e94050a6"", ""source"": ""system"", ""confidence"": 1.0}"
entity:69692dbf3823,is_mentioned_in,chunk:text_deed2b86ba9a1ba1,"{""chunk_id"": ""text_deed2b86ba9a1ba1"", ""source"": ""system"", ""confidence"": 1.0}"
entity:69cbcac314bb,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:3c90be10431f,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:140c1f12feeb,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:9bf31c7ff062,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:fe7f2bba2acf,is_mentioned_in,chunk:text_aceddbbfc057d261,"{""chunk_id"": ""text_aceddbbfc057d261"", ""source"": ""system"", ""confidence"": 1.0}"
entity:a5e87248b4ea,is_mentioned_in,chunk:text_bb40d9ee0fc6d71d,"{""chunk_id"": ""text_bb40d9ee0fc6d71d"", ""source"": ""system"", ""confidence"": 1.0}"
entity:e101e65330a5,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:3a824154b16e,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:671e289aff92,is_mentioned_in,chunk:text_2cb7b52c437a8c39,"{""chunk_id"": ""text_2cb7b52c437a8c39"", ""source"": ""system"", ""confidence"": 1.0}"
entity:b6a32b9210ce,is_mentioned_in,chunk:text_e0a76066f3cfad06,"{""chunk_id"": ""text_e0a76066f3cfad06"", ""source"": ""system"", ""confidence"": 1.0}"
entity:5531a5834816,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:aefba72e1a13,is_mentioned_in,chunk:text_7227ebe4b683d2a3,"{""chunk_id"": ""text_7227ebe4b683d2a3"", ""source"": ""system"", ""confidence"": 1.0}"
entity:e41fd2f55039,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:1960ac1e49d8,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:dba4608a6adc,is_mentioned_in,chunk:text_8bd28c112409cd24,"{""chunk_id"": ""text_8bd28c112409cd24"", ""source"": ""system"", ""confidence"": 1.0}"
entity:78a0da4c7209,is_mentioned_in,chunk:text_a2e703dae45fcbc4,"{""chunk_id"": ""text_a2e703dae45fcbc4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:671e289aff92,is_mentioned_in,chunk:text_9ab15910bf64d9a9,"{""chunk_id"": ""text_9ab15910bf64d9a9"", ""source"": ""system"", ""confidence"": 1.0}"
entity:7da9e0bb90d7,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:bfa973232dd2,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:a2a2283f9eaf,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:1f3870be274f,is_mentioned_in,chunk:text_bb40d9ee0fc6d71d,"{""chunk_id"": ""text_bb40d9ee0fc6d71d"", ""source"": ""system"", ""confidence"": 1.0}"
entity:312351bff079,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:a5e87248b4ea,is_mentioned_in,chunk:text_a2e703dae45fcbc4,"{""chunk_id"": ""text_a2e703dae45fcbc4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:ab0cecb69602,is_mentioned_in,chunk:text_8bd28c112409cd24,"{""chunk_id"": ""text_8bd28c112409cd24"", ""source"": ""system"", ""confidence"": 1.0}"
entity:464b656ace0f,is_mentioned_in,chunk:text_e0a76066f3cfad06,"{""chunk_id"": ""text_e0a76066f3cfad06"", ""source"": ""system"", ""confidence"": 1.0}"
entity:478418814097,is_mentioned_in,chunk:text_7227ebe4b683d2a3,"{""chunk_id"": ""text_7227ebe4b683d2a3"", ""source"": ""system"", ""confidence"": 1.0}"
entity:04ae475d9ece,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:2f57e06e6a76,is_mentioned_in,chunk:text_a2e703dae45fcbc4,"{""chunk_id"": ""text_a2e703dae45fcbc4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:fe1fd04a4f8a,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:78a0da4c7209,is_mentioned_in,chunk:text_2cb7b52c437a8c39,"{""chunk_id"": ""text_2cb7b52c437a8c39"", ""source"": ""system"", ""confidence"": 1.0}"
entity:b7c4c1d1f587,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:f11053ee708a,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:baceea552101,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:9f61c96d1b2e,is_mentioned_in,chunk:text_8bd28c112409cd24,"{""chunk_id"": ""text_8bd28c112409cd24"", ""source"": ""system"", ""confidence"": 1.0}"
entity:c2547d0f567b,is_mentioned_in,chunk:text_dd394da7f4d9a58d,"{""chunk_id"": ""text_dd394da7f4d9a58d"", ""source"": ""system"", ""confidence"": 1.0}"
entity:a74eec544edb,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:617a7acfb96e,is_mentioned_in,chunk:text_a2e703dae45fcbc4,"{""chunk_id"": ""text_a2e703dae45fcbc4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:4784bc28f126,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:2f2593afa4ef,is_mentioned_in,chunk:text_8bd28c112409cd24,"{""chunk_id"": ""text_8bd28c112409cd24"", ""source"": ""system"", ""confidence"": 1.0}"
entity:16402ca791d1,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:3c3745bcfb79,is_mentioned_in,chunk:text_8bd28c112409cd24,"{""chunk_id"": ""text_8bd28c112409cd24"", ""source"": ""system"", ""confidence"": 1.0}"
entity:f17aaabc20bf,is_mentioned_in,chunk:text_2cb7b52c437a8c39,"{""chunk_id"": ""text_2cb7b52c437a8c39"", ""source"": ""system"", ""confidence"": 1.0}"
entity:6ea4465d0add,is_mentioned_in,chunk:text_bb40d9ee0fc6d71d,"{""chunk_id"": ""text_bb40d9ee0fc6d71d"", ""source"": ""system"", ""confidence"": 1.0}"
entity:07811dc6c422,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:c823213a36fe,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:578ed5a4eecf,is_mentioned_in,chunk:text_e0a76066f3cfad06,"{""chunk_id"": ""text_e0a76066f3cfad06"", ""source"": ""system"", ""confidence"": 1.0}"
entity:83d25931ad93,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:736081ee32d8,is_mentioned_in,chunk:text_bb40d9ee0fc6d71d,"{""chunk_id"": ""text_bb40d9ee0fc6d71d"", ""source"": ""system"", ""confidence"": 1.0}"
entity:9904e1e248c9,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:baceea552101,is_mentioned_in,chunk:text_1ff1bcf05f46464a,"{""chunk_id"": ""text_1ff1bcf05f46464a"", ""source"": ""system"", ""confidence"": 1.0}"
entity:48e261b365f4,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:736081ee32d8,is_mentioned_in,chunk:text_8bd28c112409cd24,"{""chunk_id"": ""text_8bd28c112409cd24"", ""source"": ""system"", ""confidence"": 1.0}"
entity:a5e87248b4ea,is_mentioned_in,chunk:text_543d9f2b9dfe377c,"{""chunk_id"": ""text_543d9f2b9dfe377c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:dcc5c249e15c,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:02644374be56,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:b7c4c1d1f587,is_mentioned_in,chunk:text_2cb7b52c437a8c39,"{""chunk_id"": ""text_2cb7b52c437a8c39"", ""source"": ""system"", ""confidence"": 1.0}"
entity:d7b02734aefb,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:955fe0285057,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:f3f55f28f90d,is_mentioned_in,chunk:text_1ff1bcf05f46464a,"{""chunk_id"": ""text_1ff1bcf05f46464a"", ""source"": ""system"", ""confidence"": 1.0}"
entity:5be8ae61edbd,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:ba1ce4334844,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:671e289aff92,is_mentioned_in,chunk:text_7227ebe4b683d2a3,"{""chunk_id"": ""text_7227ebe4b683d2a3"", ""source"": ""system"", ""confidence"": 1.0}"
entity:baceea552101,is_mentioned_in,chunk:text_b0ab9641070144ff,"{""chunk_id"": ""text_b0ab9641070144ff"", ""source"": ""system"", ""confidence"": 1.0}"
entity:9ed39e2ea931,is_mentioned_in,chunk:text_dd394da7f4d9a58d,"{""chunk_id"": ""text_dd394da7f4d9a58d"", ""source"": ""system"", ""confidence"": 1.0}"
entity:50a67d5e297a,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:aa979765b767,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:1f3870be274f,expects,entity:44382798c594,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""llm_triple"", ""confidence"": 0.7}"
entity:90b39cd68366,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:a66f852274a4,is_mentioned_in,chunk:text_1ff1bcf05f46464a,"{""chunk_id"": ""text_1ff1bcf05f46464a"", ""source"": ""system"", ""confidence"": 1.0}"
entity:a4bc1acae288,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:fe7f2bba2acf,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:5f8f9e33bb5e,is_mentioned_in,chunk:text_29872c0c058e58d4,"{""chunk_id"": ""text_29872c0c058e58d4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:31779ba13593,is_mentioned_in,chunk:text_e0a76066f3cfad06,"{""chunk_id"": ""text_e0a76066f3cfad06"", ""source"": ""system"", ""confidence"": 1.0}"
entity:464b656ace0f,is_mentioned_in,chunk:text_bb40d9ee0fc6d71d,"{""chunk_id"": ""text_bb40d9ee0fc6d71d"", ""source"": ""system"", ""confidence"": 1.0}"
entity:1c4f8e3b7f29,is_mentioned_in,chunk:text_8bd28c112409cd24,"{""chunk_id"": ""text_8bd28c112409cd24"", ""source"": ""system"", ""confidence"": 1.0}"
entity:16402ca791d1,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:9d07421417aa,is_mentioned_in,chunk:text_deed2b86ba9a1ba1,"{""chunk_id"": ""text_deed2b86ba9a1ba1"", ""source"": ""system"", ""confidence"": 1.0}"
entity:252e69140678,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:738c875d02a6,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:10cd395cf71c,is_mentioned_in,chunk:text_bb40d9ee0fc6d71d,"{""chunk_id"": ""text_bb40d9ee0fc6d71d"", ""source"": ""system"", ""confidence"": 1.0}"
entity:a5e87248b4ea,is_mentioned_in,chunk:text_29872c0c058e58d4,"{""chunk_id"": ""text_29872c0c058e58d4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:fe7f2bba2acf,files_report,entity:c2547d0f567b,"{""chunk_id"": ""text_1ff1bcf05f46464a"", ""source"": ""llm_triple"", ""confidence"": 0.7}"
entity:e6f12c7fb371,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:5bc54c872c32,is_mentioned_in,chunk:text_6088347e5a7592bd,"{""chunk_id"": ""text_6088347e5a7592bd"", ""source"": ""system"", ""confidence"": 1.0}"
entity:09a8825efb3f,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:7ae2eac1c580,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:f3f55f28f90d,is_mentioned_in,chunk:text_543d9f2b9dfe377c,"{""chunk_id"": ""text_543d9f2b9dfe377c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:7ae2eac1c580,is_mentioned_in,chunk:text_29872c0c058e58d4,"{""chunk_id"": ""text_29872c0c058e58d4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:671e289aff92,is_mentioned_in,chunk:text_8bd28c112409cd24,"{""chunk_id"": ""text_8bd28c112409cd24"", ""source"": ""system"", ""confidence"": 1.0}"
entity:2599296bb908,is_mentioned_in,chunk:text_e05e0ddaf073cc6c,"{""chunk_id"": ""text_e05e0ddaf073cc6c"", ""source"": ""system"", ""confidence"": 1.0}"
entity:f3f55f28f90d,is_mentioned_in,chunk:text_deed2b86ba9a1ba1,"{""chunk_id"": ""text_deed2b86ba9a1ba1"", ""source"": ""system"", ""confidence"": 1.0}"
entity:2b1868680833,is_mentioned_in,chunk:text_2cb7b52c437a8c39,"{""chunk_id"": ""text_2cb7b52c437a8c39"", ""source"": ""system"", ""confidence"": 1.0}"
entity:722803364b1f,is_mentioned_in,chunk:text_f88cbaaed11bd0f4,"{""chunk_id"": ""text_f88cbaaed11bd0f4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:1e7281e2bfca,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:e8fe2ff1521d,is_mentioned_in,chunk:text_bb40d9ee0fc6d71d,"{""chunk_id"": ""text_bb40d9ee0fc6d71d"", ""source"": ""system"", ""confidence"": 1.0}"
entity:bc7ba2729c61,is_mentioned_in,chunk:text_85499787b88227c4,"{""chunk_id"": ""text_85499787b88227c4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:5531a5834816,is_mentioned_in,chunk:text_29872c0c058e58d4,"{""chunk_id"": ""text_29872c0c058e58d4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:eece7eecb445,is_mentioned_in,chunk:text_deed2b86ba9a1ba1,"{""chunk_id"": ""text_deed2b86ba9a1ba1"", ""source"": ""system"", ""confidence"": 1.0}"
entity:44820a9f7e20,is_mentioned_in,chunk:text_29872c0c058e58d4,"{""chunk_id"": ""text_29872c0c058e58d4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:8a7d7ba288ca,is_mentioned_in,chunk:text_29872c0c058e58d4,"{""chunk_id"": ""text_29872c0c058e58d4"", ""source"": ""system"", ""confidence"": 1.0}"
entity:831cfcdf47dc,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
entity:88f91dd22016,is_mentioned_in,chunk:text_3341f85fbc83cd82,"{""chunk_id"": ""text_3341f85fbc83cd82"", ""source"": ""system"", ""confidence"": 1.0}"
